Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,,
Date and Time,Time (s),Force 1 (N),Force 2 (N),Force 3 (N),Force 4 (N),,
8/15/2018 12:00,19.1,-12.4,-15.34,-20.42,-1.63,,
8/15/2018 12:00,19.15,-12.27,-14.94,-20.45,-1.72,,
8/15/2018 12:00,19.2,-12.32,-14.69,-20.37,-1.7,,
8/15/2018 12:00,19.25,-12.15,-13.83,-20.45,-1.5,,
8/15/2018 12:00,19.3,-11.9,-11.97,-20.69,-1.31,,
8/15/2018 12:00,19.35,-10.83,-14.67,-7.44,-1.13,,
8/15/2018 12:00,19.4,-11.19,-11.37,-10.84,-2.09,,
8/15/2018 12:00,19.45,-10.21,-5.75,-10.6,-0.36,,
8/15/2018 12:00,19.5,-9.49,-0.59,-2.19,0.95,,
8/15/2018 12:00,19.55,3.01,0.96,1.35,1.1,,
8/15/2018 12:00,19.6,2.79,8.18,12.21,2.49,,
8/15/2018 12:00,19.65,-0.84,17.09,23.83,4.67,,
8/15/2018 12:00,19.7,3.41,22.03,31.91,5.69,,
8/15/2018 12:00,19.75,10.79,24.02,31.39,5.48,,
8/15/2018 12:00,19.8,12.18,25.94,36.43,5.79,,
8/15/2018 12:00,19.85,11.94,32.32,36.86,6.39,,
8/15/2018 12:00,19.9,13.18,36.55,36.98,10.3,,
8/15/2018 12:00,19.95,17.2,39.51,40.79,12.07,,
8/15/2018 12:00,20,18.56,42.89,40.22,13.7,,
8/15/2018 12:00,20.05,18.95,44.46,38.42,16.35,,
8/15/2018 12:00,20.1,19.5,45.66,37.16,16.65,,
8/15/2018 12:00,20.15,19.2,46.66,35.26,16.04,,
8/15/2018 12:00,20.2,14.77,46.66,31.24,18.83,,
8/15/2018 12:00,20.25,9.91,44.08,27,18.03,,
8/15/2018 12:00,20.3,3.05E-05,33.87,20.53,15.16,,
8/15/2018 12:00,20.35,-7.37,15.08,8.83,7.84,,
8/15/2018 12:00,20.4,-10.29,-6.65,-2.28,5.9,,
8/15/2018 12:00,20.45,-11.93,-16,-15.87,8.32,,
8/15/2018 12:00,20.5,-12.28,-17.08,-16.83,0.71,,
8/15/2018 12:00,20.55,-11.62,-16.91,-19.54,-0.16,,
8/15/2018 12:00,20.6,-11.82,-16.93,-18.73,0.33,,
8/15/2018 12:00,20.65,-14.01,-16.85,-18.16,-1.26,,
8/15/2018 12:00,20.7,-12.73,-17.1,-21.32,-1.74,,
8/15/2018 12:00,20.75,-12.45,-17.16,-21.13,-1.96,,
8/15/2018 12:00,20.8,-12.61,-17.21,-20.49,-1.82,,
8/15/2018 12:00,20.85,-12.64,-17.16,-20.28,-1.71,,
8/15/2018 12:00,20.9,-12.64,-17.19,-20.21,-1.7,,
8/15/2018 12:00,20.95,-12.41,-15.18,-20.63,-1.66,,
8/15/2018 12:00,21,-12.29,-15.38,-20.44,-1.63,,
8/15/2018 12:00,21.05,-12.43,-15.42,-20.31,-1.73,,
8/15/2018 12:00,21.1,-12.38,-14.99,-20.3,-1.63,,
8/15/2018 12:00,21.15,-10.68,-15.76,-19.96,-1.65,,
8/15/2018 12:00,21.2,-11.4,-15.97,-8.91,-0.49,,
8/15/2018 12:00,21.25,-11.83,-12.11,-13.21,3.19,,
8/15/2018 12:00,21.3,-7.3,-7.4,-9.52,-0.32,,
8/15/2018 12:00,21.35,-4.73,-3.31,-7.75,-0.12,,
8/15/2018 12:00,21.4,-4.55,3.23,-2.02,0.59,,
8/15/2018 12:00,21.45,-3.06,8.94,-1.59,4.59,,
8/15/2018 12:00,21.5,1.12,14.42,4.31,8.76,,
8/15/2018 12:00,21.55,7.25,21.37,9.35,15.65,,
8/15/2018 12:00,21.6,11.35,25.5,14.15,21.16,,
8/15/2018 12:00,21.65,14.29,27.76,16.19,23.35,,
8/15/2018 12:00,21.7,16.25,28.22,18.23,24.86,,
8/15/2018 12:00,21.75,17.99,30.38,19.15,25.2,,
8/15/2018 12:00,21.8,19.45,30.52,19.9,26.32,,
8/15/2018 12:00,21.85,20.32,30.23,20.28,27.51,,
8/15/2018 12:00,21.9,21.46,31.84,19.64,29.39,,
8/15/2018 12:00,21.95,21.6,32.82,20.36,31.5,,
8/15/2018 12:00,22,22.27,34.36,19.43,34.47,,
8/15/2018 12:00,22.05,21.86,35.81,18.65,37.46,,
8/15/2018 12:00,22.1,20.44,35.88,19.43,37.82,,
8/15/2018 12:00,22.15,17.13,35.16,17.86,37.42,,
8/15/2018 12:00,22.2,12.91,34.36,14.75,36.89,,
8/15/2018 12:00,22.25,7.69,30.97,9.47,35.47,,
8/15/2018 12:00,22.3,0.85,24.67,5.05,28.58,,
8/15/2018 12:00,22.35,-6.35,14.38,-0.02,18.26,,
8/15/2018 12:00,22.4,-9.14,4.71,-3.88,6.27,,
8/15/2018 12:00,22.45,-11.46,-5.56,-6.13,1.41,,
8/15/2018 12:00,22.5,-11.63,-8.46,-9.86,0.18,,
8/15/2018 12:00,22.55,-10.15,-9.77,-11.66,-0.49,,
8/15/2018 12:00,22.6,-9.91,-10.52,-11.9,-0.59,,
8/15/2018 12:00,22.65,-10.21,-10.35,-11.96,-0.62,,
8/15/2018 12:00,22.7,-9.85,-10.38,-12.05,-0.61,,
8/15/2018 12:00,22.75,-10.19,-10.24,-12.14,-0.61,,
8/15/2018 12:00,22.8,-9.96,-10.47,-11.97,-0.62,,
8/15/2018 12:00,22.85,-10.23,-10.35,-11.92,-0.63,,
8/15/2018 12:00,22.9,-10.18,-10.45,-11.95,-0.65,,
8/15/2018 12:00,22.95,-9.93,-10.25,-12.09,-0.65,,
8/15/2018 12:00,23,-10.04,-10.41,-12.07,-0.65,,
8/15/2018 12:00,23.05,-9.89,-10.48,-12.04,-0.65,,
8/15/2018 12:00,23.1,-10.07,-10.3,-12.03,-0.65,,
8/15/2018 12:00,23.15,-9.9,-10.5,-12.11,-0.65,,
8/15/2018 12:00,23.2,-10.05,-10.28,-12.04,-0.65,,
8/15/2018 12:00,23.25,-9.88,-10.46,-12.2,-0.64,,
8/15/2018 12:00,23.3,-10.08,-10.31,-12.03,-0.65,,
8/15/2018 12:00,23.35,-9.92,-10.5,-12.12,-0.65,,
8/15/2018 12:00,23.4,-10.1,-10.31,-11.99,-0.64,,
8/15/2018 12:00,23.45,-9.81,-10.46,-12.17,-0.65,,
8/15/2018 12:00,23.5,-10.17,-10.29,-12.07,-0.66,,
