Run #1,Run #1,Run #1,Run #1,Run #1,Run #1
Date and Time,Time (s),Force 1 (N),Force 2 (N),Force 3 (N),Force 4 (N)
9/17/2018 12:10,11.9,-1.79,2.88,2.9,8.03
9/17/2018 12:10,11.95,-0.81,3.22,4.18,5.56
9/17/2018 12:10,12,-1.65,3.63,5.98,8.2
9/17/2018 12:10,12.05,-0.59,5.52,6.07,8.25
9/17/2018 12:10,12.1,-0.66,5.5,7.67,6.85
9/17/2018 12:10,12.15,-0.28,7.31,7.08,6.89
9/17/2018 12:10,12.2,-0.52,8.56,5.22,8.39
9/17/2018 12:10,12.25,0.78,10.48,1.39,7.67
9/17/2018 12:10,12.3,0.94,11.95,0.19,7.98
9/17/2018 12:10,12.35,-0.32,12.62,1.07,9.69
9/17/2018 12:10,12.4,-0.41,14.85,0.52,12.46
9/17/2018 12:10,12.45,-1.35,14.73,0.56,17.65
9/17/2018 12:10,12.5,-0.78,15.27,-1.27,18.42
9/17/2018 12:10,12.55,0.14,15.53,-2.38,14.2
9/17/2018 12:10,12.6,-1.08,13.49,-0.1,16.19
9/17/2018 12:10,12.65,-0.64,10.55,2.98,13.88
9/17/2018 12:10,12.7,0.97,9.63,-0.61,10.68
9/17/2018 12:10,12.75,1.97,9.26,-2.15,5.9
9/17/2018 12:10,12.8,0.16,7.96,1.15,6.93
9/17/2018 12:10,12.85,0.68,7.72,0.77,5.11
9/17/2018 12:10,12.9,0.69,7.23,0.38,4.03
9/17/2018 12:10,12.95,0.54,6.55,1.04,4.34
9/17/2018 12:10,13,0.66,6.37,0.23,3.83
9/17/2018 12:10,13.05,0.31,6.67,-0.24,4.4
9/17/2018 12:10,13.1,0.26,6.23,0.79,3.83
9/17/2018 12:10,13.15,0,5.56,1.89,2.85
9/17/2018 12:10,13.2,-0.16,5.19,1.45,3.16
9/17/2018 12:10,13.25,0.07,4.89,1.4,3.61
9/17/2018 12:10,13.3,0.62,4.4,1.97,3.07
9/17/2018 12:10,13.35,1.28,4.11,1.43,2.45
9/17/2018 12:10,13.4,1.91,3.13,2.02,2.31
9/17/2018 12:10,13.45,1.8,2.43,3.21,2.31
9/17/2018 12:10,13.5,1.77,2.57,3.64,2.38
9/17/2018 12:10,13.55,1.09,3.2,3.77,2.43
9/17/2018 12:10,13.6,1.25,3.14,3.76,2.43
9/17/2018 12:10,13.65,1.47,2.85,3.79,2.37
9/17/2018 12:10,13.7,1.42,2.57,3.14,2.23
9/17/2018 12:10,13.75,0.99,2.39,2.94,2.21
9/17/2018 12:10,13.8,0.59,2.57,2.84,2.23
9/17/2018 12:10,13.85,0.59,2.93,2.05,2.22
9/17/2018 12:10,13.9,0.82,2.59,1.67,2.14
9/17/2018 12:10,13.95,0.92,2.04,2.28,2.17
9/17/2018 12:10,14,1.25,2.23,1.77,2.2
9/17/2018 12:10,14.05,0.48,2.6,2.26,2.32
9/17/2018 12:10,14.1,-0.04,3.09,2.08,2.48
9/17/2018 12:10,14.15,0.5,2.99,1.07,2.27
9/17/2018 12:10,14.2,0.76,2.1,1.17,2.18
9/17/2018 12:10,14.25,0.48,1.59,0.96,2.1
9/17/2018 12:10,14.3,0.99,0.94,-0.8,1.86
9/17/2018 12:10,14.35,1.4,0.29,-1.54,1.76
9/17/2018 12:10,14.4,0.74,0.32,-0.91,1.82
9/17/2018 12:10,14.45,0.43,0.58,-1.53,1.79
9/17/2018 12:10,14.5,0.77,-0.17,-1.53,1.75
9/17/2018 12:10,14.55,0.3,-0.13,-1.56,1.77
9/17/2018 12:10,14.6,-0.76,0.46,-0.15,1.96
9/17/2018 12:10,14.65,-1.22,0.8,0.73,2.09
9/17/2018 12:10,14.7,-0.4,0.53,-0.84,1.9
9/17/2018 12:10,14.75,-0.07,-0.09,-0.3,1.83
9/17/2018 12:10,14.8,-0.68,-0.04,-0.17,1.87
9/17/2018 12:10,14.85,-0.37,-0.08,-1.34,1.76
9/17/2018 12:10,14.9,0.19,-0.45,-1.51,1.69
9/17/2018 12:10,14.95,-0.4,0.03,-1.18,1.78
9/17/2018 12:10,15,-0.68,0.3,-0.94,1.8
9/17/2018 12:10,15.05,-0.36,0.21,-1.24,1.71
9/17/2018 12:10,15.1,0.01,-0.05,-0.88,1.76
9/17/2018 12:10,15.15,-0.76,0.53,-0.01,1.95
9/17/2018 12:10,15.2,-1.22,0.95,-0.01,1.98
9/17/2018 12:10,15.25,-0.46,0.66,-0.05,1.97
9/17/2018 12:10,15.3,-0.54,0.71,0.27,2
9/17/2018 12:10,15.35,-0.62,1.2,-0.45,1.97
9/17/2018 12:10,15.4,-0.63,1.34,-0.61,1.95
9/17/2018 12:10,15.45,-0.53,1.27,-0.4,1.99
9/17/2018 12:10,15.5,-0.36,1.46,-1.35,1.85
9/17/2018 12:10,15.55,-0.04,1.29,-1.95,1.77
9/17/2018 12:10,15.6,0.24,0.94,-2.41,1.69
9/17/2018 12:10,15.65,0.37,0.04,-2.39,1.66
9/17/2018 12:10,15.7,-0.27,0.3,-1.28,1.75
9/17/2018 12:10,15.75,0.15,0.36,-2.05,1.68
9/17/2018 12:10,15.8,1.14,-0.96,-3.73,1.28
9/17/2018 12:10,15.85,0.82,-2.28,-3.85,1.09
9/17/2018 12:10,15.9,-1.64,-3.49,-4.17,0.98
9/17/2018 12:10,15.95,-1.78,-5.25,-6.98,0.5
9/17/2018 12:10,16,-2.57,-7.91,-9.9,0.05
9/17/2018 12:10,16.05,-3.86,-9.55,-10.17,-0.2
9/17/2018 12:10,16.1,-4.01,-11.11,-10.32,-0.21
9/17/2018 12:10,16.15,-4,-12.33,-10.29,-0.28
9/17/2018 12:10,16.2,-3.85,-12.25,-10.28,-0.29
9/17/2018 12:10,16.25,-3.81,-12.4,-10.31,-0.23
9/17/2018 12:10,16.3,-3.8,-12.43,-10.38,-0.23
9/17/2018 12:10,16.35,-3.9,-12.35,-10.43,-0.28
9/17/2018 12:10,16.4,-3.93,-12.15,-10.39,-0.24
9/17/2018 12:10,16.45,-3.96,-12.23,-10.43,-0.22
9/17/2018 12:10,16.5,-3.9,-12.27,-10.42,-0.22
9/17/2018 12:10,16.55,-3.85,-12.35,-10.41,-0.34
9/17/2018 12:10,16.6,-3.77,-12.36,-10.43,-0.22
9/17/2018 12:10,16.65,-3.65,-12.29,-10.51,-0.18
9/17/2018 12:10,16.7,-3.69,-12.27,-10.54,-0.16
9/17/2018 12:10,16.75,-3.74,-12.27,-10.42,-0.14
9/17/2018 12:10,16.8,-3.75,-12.24,-10.37,-0.25
9/17/2018 12:10,16.85,-3.76,-12.18,-10.39,-0.27
9/17/2018 12:10,16.9,-3.87,-12.22,-10.38,-0.36
9/17/2018 12:10,16.95,-3.8,-12.11,-10.31,-0.27
9/17/2018 12:10,17,-3.7,-12.14,-10.33,-0.29
9/17/2018 12:10,17.05,-3.76,-12.09,-10.28,-0.38
9/17/2018 12:10,17.1,-3.79,-12.15,-10.24,-0.41
9/17/2018 12:10,17.15,-3.77,-12.12,-10.25,-0.41
9/17/2018 12:10,17.2,-3.75,-11.99,-10.26,-0.37
9/17/2018 12:10,17.25,-3.75,-12.01,-10.29,-0.44
9/17/2018 12:10,17.3,-3.67,-12.08,-10.38,-0.5
9/17/2018 12:10,17.35,-3.68,-12.17,-10.43,-0.52
9/17/2018 12:10,17.4,-3.61,-11.98,-10.47,-0.37
9/17/2018 12:10,17.45,-3.63,-12.06,-10.5,-0.4
9/17/2018 12:10,17.5,-3.73,-12.31,-10.58,-0.52
9/17/2018 12:10,17.55,-3.76,-12.35,-10.47,-0.54
9/17/2018 12:10,17.6,-3.73,-12.17,-10.28,-0.41
9/17/2018 12:10,17.65,-3.72,-12.12,-10.3,-0.49
9/17/2018 12:10,17.7,-3.56,-12.07,-10.36,-0.39
9/17/2018 12:10,17.75,-3.65,-11.99,-10.32,-0.41
9/17/2018 12:10,17.8,-3.76,-12.16,-10.44,-0.5
9/17/2018 12:10,17.85,-3.8,-12.38,-10.52,-0.5
9/17/2018 12:10,17.9,-3.61,-12.18,-10.38,-0.35
9/17/2018 12:10,17.95,-3.46,-12.07,-10.41,-0.29
9/17/2018 12:10,18,-3.46,-12.27,-10.63,-0.4
9/17/2018 12:10,18.05,-3.58,-12.38,-10.6,-0.46
9/17/2018 12:10,18.1,-3.65,-12.11,-10.52,-0.44
9/17/2018 12:10,18.15,-3.61,-12.15,-10.55,-0.37
9/17/2018 12:10,18.2,-3.56,-12.28,-10.58,-0.39
9/17/2018 12:10,18.25,-3.84,-12.33,-10.59,-0.5
9/17/2018 12:10,18.3,-3.85,-12.25,-10.5,-0.33
9/17/2018 12:10,18.35,-3.69,-11.94,-10.31,-0.09
9/17/2018 12:10,18.4,-3.58,-11.8,-10.19,-0.1
9/17/2018 12:10,18.45,-3.76,-12.08,-10.26,-0.37
9/17/2018 12:10,18.5,-3.94,-12.11,-10.3,-0.48
9/17/2018 12:10,18.55,-3.88,-11.98,-10.24,-0.32
9/17/2018 12:10,18.6,-3.69,-11.94,-10.18,-0.13
9/17/2018 12:10,18.65,-3.7,-12.03,-10.24,-0.23
9/17/2018 12:10,18.7,-3.84,-12.03,-10.35,-0.33
9/17/2018 12:10,18.75,-3.84,-12.03,-10.42,-0.26
9/17/2018 12:10,18.8,-3.72,-12.02,-10.43,-0.29
9/17/2018 12:10,18.85,-3.79,-12.14,-10.37,-0.28
9/17/2018 12:10,18.9,-3.76,-12.12,-10.41,-0.22
9/17/2018 12:10,18.95,-3.68,-12.13,-10.48,-0.12
9/17/2018 12:10,19,-3.64,-12.25,-10.63,-0.19
9/17/2018 12:10,19.05,-3.63,-12.27,-10.55,-0.22
9/17/2018 12:10,19.1,-3.71,-12.31,-10.43,-0.33
9/17/2018 12:10,19.15,-3.91,-12.24,-10.29,-0.29
9/17/2018 12:10,19.2,-3.76,-12.17,-10.24,-0.26
9/17/2018 12:10,19.25,-3.77,-12.12,-10.3,-0.28
9/17/2018 12:10,19.3,-3.94,-12.13,-10.41,-0.37
9/17/2018 12:10,19.35,-3.98,-12.29,-10.39,-0.32
9/17/2018 12:10,19.4,-3.72,-12.24,-10.32,-0.17
9/17/2018 12:10,19.45,-3.68,-12.2,-10.44,-0.11
9/17/2018 12:10,19.5,-3.67,-12.36,-10.62,-0.21
9/17/2018 12:10,19.55,-3.72,-12.47,-10.32,-0.34
9/17/2018 12:10,19.6,-3.71,-8.29,-10.14,-0.21
9/17/2018 12:10,19.65,-3.41,-9.33,-10.33,-0.2
9/17/2018 12:10,19.7,-3.27,-8.44,-10.52,0.05
9/17/2018 12:10,19.75,-3.5,-8.84,-10.32,-0.16
9/17/2018 12:10,19.8,-3.59,-7.92,-10.2,0.23
9/17/2018 12:10,19.85,-1.16,-6.94,-9.47,-0.47
9/17/2018 12:10,19.9,-1.97,-7.01,-9.79,-0.25
9/17/2018 12:10,19.95,-2,-6.99,-9.61,-0.28
9/17/2018 12:10,20,0.88,-6.98,-9.07,-0.32
9/17/2018 12:10,20.05,2.53,-5.51,-8.75,-0.38
9/17/2018 12:10,20.1,2.24,-4.52,-8.83,-0.47
9/17/2018 12:10,20.15,0.93,-3.01,-9.23,-0.15
9/17/2018 12:10,20.2,1.25,-2.32,-9.26,-0.24
