Date and Time,Time (s),Force 1 (N),Force 2 (N),Force 3 (N),Force 4 (N),,,,
9/17/2018 13:44,20.55,5.45,9.23,14.8,0.52,,,,
9/17/2018 13:44,20.6,7,7.19,19.78,0.58,,,,
9/17/2018 13:44,20.65,10.55,6.72,20.33,0.26,,,,
9/17/2018 13:44,20.7,12.86,7.45,19.48,0.1,,,,
9/17/2018 13:44,20.75,15.36,6.57,23.1,0.23,,,,
9/17/2018 13:44,20.8,16.19,7.3,30.09,0.55,,,,
9/17/2018 13:44,20.85,19.07,8.92,36.75,1.15,,,,
9/17/2018 13:44,20.9,20.82,9.73,41.09,1.59,,,,
9/17/2018 13:44,20.95,22.11,10.09,43.32,1.66,,,,
9/17/2018 13:44,21,23.01,9.17,42.34,1.36,,,,
9/17/2018 13:44,21.05,25.87,7.39,29.45,0.24,,,,
9/17/2018 13:44,21.1,31.07,6.36,18.54,-1.43,,,,
9/17/2018 13:44,21.15,31.23,8.9,21.32,-1.28,,,,
9/17/2018 13:44,21.2,29.15,14.18,24.73,-0.48,,,,
9/17/2018 13:44,21.25,30.42,15.18,27.42,-0.12,,,,
,,,,,,,,,
,,,,,,,,,
